Alpha_Node,Total_Support
PRKAB2,200
CCL17,228
FANCL,124
ITGBL1,262
STAG1,296
WNT10B,222
KCNQ4,138
PDE3A,502
TAS2R10,588
ZNF274,714
NR5A1,326
PLXNB1,492
PLCB3,382
HIST2H2AB,616
EIF4H,644
DAAM2,632
RELA,562
OR6B2,850
SYNJ2,298
STAT3,-482
ARHGEF17,640
PCDH11Y,266
ITGA2B,208
DDX18,656
TAS2R60,588
VDR,-528
NT5E,780
RXRA,-600
CPSF2,516
MYH4,636
USF1,-664
UCHL1,596
COL4A5,754
SPHK2,612
MBP,666
NOTCH4,810
GADD45A,-518
EPHB6,710
TSLP,586
HTR2C,800
SMAD3,-484
NR2C2,982
TBCB,590
BLNK,726
CHD4,716
ACTR3,574
SNRNP40,472
ECEL1,628
PCDHA6,266
PTGFR,784
OR4K1,820
ADCY3,850
EEF1A2,566
EIF2AK3,624
SFRS7,522
GUCA1A,592
TJP1,224
ICOS,288
GNA12,1200
EPS15L1,664
OR7C1,850
GPC1,958
MAPK7,934
FANCC,650
GABRA1,574
ARHGAP24,640
CDH4,266
OR5P3,850
CCR7,832
ATP5B,590
NOX1,-472
CSTF1,480
OR10J1,820
GIT1,350
RANBP3,228
NKD2,-396
SRF,-282
TRAF1,-490
IGLV7-46,588
H2AFV,616
PGK1,690
ITGB6,400
OPRK1,806
CENPN,332
TUBGCP6,568
OR13C9,850
CDK2,344
CYP21A2,36
HIF3A,660
GRIN2D,342
HZGJ,670
OR6N2,850
CCR4,832
OR10H2,820
KDELR1,472
PRKAA2,708
TRAC,-254
MST1R,282
SEC24D,592
PAX5,662
CD96,594
OR12D2,850
CETP,90
BAG4,-226
GDF2,642
GNAL,-972
HRH3,800
GNB5,994
PPP1CC,134
CSNK1G3,386
PACS1,626
BCHE,-314
BIRC3,-486
CIR,724
PRKY,146
RET,664
LAT,462
GPAA1,584
TNFRSF14,628
METTL3,544
MCTS1,36
OR1A1,820
PIGR,434
MAGEA1,656
ATRIP,-400
HNRNPF,474
UBE2D3,824
TMF1,622
NCK1,630
TPM3,618
MAPK1,180
YY1,866
F2RL3,1182
GNAZ,-456
SPINT1,626
MYO15A,690
IL18,12
DGKH,760
PPP1R1A,688
RAB3A,592
SEMA3B,588
TRIM22,566
SNURF,622
GRIN2B,396
RPLP2,586
RBP1,46
ATM,678
OR13C8,850
NEDD1,570
OR2A2,820
PSMA8,648
NR2E1,584
XRCC6,628
EPHB2,404
FUT4,632
DKFZP434N071,208
GLI1,1182
IL24,-246
PLCB4,402
STX16,590
OR10A3,820
DAXX,-472
ALDOA,-234
RPL29,586
IGLV4-69,586
GULP1,584
TAAR8,1182
STX1C,590
SERPIND1,612
GP5,634
DYNLL1,740
CYBA,-476
MAP4K2,718
OR2T3,820
ARHGEF5,1086
OR14A16,850
ATF6,-376
OR5H2,850
PPP1R7,566
TBXAS1,608
CCND3,-240
PREPL,606
DDX20,600
OR52E4,850
ETS2,-138
RORC,388
KIF20A,464
NDEL1,342
SRC,302
CPT1A,694
ACTG2,164
GSC,694
FABP1,666
FGF17,558
DUT,104
TXN,-230
OPRM1,710
BDNF,448
OR52E2,850
DHRS2,600
UPP1,590
ADRA2C,808
PDE1A,600
DGKQ,762
PCDHGA8,266
MYL5,742
DKFZP781B1340,-24
OR5AU1,850
FAM13B1,640
SEC31A,592
MAP3K2,560
COX7A2L,600
BIK,654
ORC3L,-428
SNAP23,592
TLR5,574
ETV4,582
CCL19,1162
MAP3K9,552
UBE2L3,128
NME3,596
TRH,614
EIF2B1,646
CAPN3,716
PCDHAC1,266
ADCY10,750
TRPC6,638
PAG1,616
OR4F4,820
SPRED2,438
FBP2,614
ARHGAP9,640
SNAPC4,530
CDC40,516
TG,580
RGS4,764
ELK4,-414
CPEB1,588
EGFR,726
WASL,896
CXCL9,1162
RNPS1,568
RERE,588
OR10R2,820
ABCC3,602
CCL24,580
AKAP5,658
TNFSF10,196
CENPC1,336
GOT1,620
BMP5,646
PFKFB2,650
WRN,618
ATF4,926
TRBV5-4,750
OR8B4,850
TUBAL3,592
SNRPD3,382
CASP2,-476
MAP2K3,-354
TNFSF8,602
C21ORF33,644
RPLP1,586
ENAH,612
RAG2,32
ATP5H,590
SHANK3,340
RPL14,586
COL18A1,-156
AAAS,468
PTPRE,696
IGFBP3,256
ERCC6L,336
PLA2G10,424
SPI1,-410
ERO1L,664
IL8RB,826
OR51F1,820
RPS17,658
REPS2,584
DKK1,412
RPS18,660
RPL7A,586
IFI16,562
ADM,652
SAA1,412
MAPK3,770
YWHAH,-1014
NPAS2,660
NFATC4,690
TUBA1C,524
AKAP9,-864
GDF3A,634
SP4,794
TINF2,712
DLD,698
SEMA4C,728
OR2L13,780
ARHGDIA,414
SH3GL2,198
ADCY2,1056
IL8,-676
CCL23,684
PLCL1,652
PLK1,24
RPS25,698
BAI1,602
PTK6,480
LIPA,754
TNC,-280
OR51E2,780
CLDN15,524
RGL3,2
OR10G2,780
STK11,718
CDH7,254
VAMP1,712
TRIM26,800
ONECUT1,706
PLEKHA7,230
BMX,720
ARHGAP30,398
CUL2,720
CD21,706
CTLA4,766
RAPGEF1,654
CLDN8,524
RHOB,408
CGN,584
WIPF1,756
OR2D3,780
MED7,748
NUP93,584
HTR1E,794
AURKAIP1,708
DKFZP686K101,650
GPX4,712
CFLAR,-362
TNFRSF17,670
ACVR1B,738
CD99,24
GAPDHS,700
PPP1R14A,376
TIAM1,300
KLC3,766
ADAM10,786
CEACAM6,758
GYG1,-396
SYDE1,398
ARL1,732
IGLV3-27,708
BMPR1A,838
POMC,1270
RGS3,814
SRP72,700
BAMBI,646
AZI1,772
PTBP2,776
SRCAP,286
TBC1D4,592
VAV2,104
CUL3,732
PPIB,724
1060P11.7,734
ASAH1,734
FCER2,734
HPSE,808
PRRG1,760
SOSTDC1,708
SEC11C,738
P2RX2,710
FANCE,676
ARHGAP6,390
NUMA1,724
IQSEC2,728
HLA-DPA1,716
COL17A1,188
BIN2,678
JAM2,490
MEF2A,-942
PLA2G5,488
ETF1,666
RB1,-1058
CDC25A,336
HLA-DOB,700
CASP4,762
CXCR5,506
ADRA1A,702
BMPR1B,834
CITED1,486
NRG4,324
APC2,118
KIF18A,642
GAST,20
OR52N4,866
OR51B2,780
ACP5,536
STAM2,586
BMP4,772
MS4A1,736
MYO1B,270
TAF6,566
INHBA,690
CCL21,798
IL21R,704
PMF1,640
CAPN5,702
NEDD9,756
SLCO1A2,702
MBTPS1,724
POLR2E,306
MAD1L1,574
STXBP4,594
OR13C4,868
CEP192,724
EIF4G1,794
CCNB3,426
MASP2,704
HBZ,20
HIF1AN,730
MED17,748
OR10W1,1254
CCT4,572
DUSP14,-492
NFKB1,192
GATAD2A,770
SLC17A7,710
SNRPB,368
PSMD7,394
ISG20,740
GPLD1,508
EFEMP1,20
CD47,610
DNAJA3,470
ADD1,732
MYL4,674
ETV1,-250
TUBG1,780
TPTE,346
GAPDH,766
NCF4,-406
OR5T1,868
NR0B2,-514
BCL2L7P1,736
C1QA,704
CCL20,700
GPHN,706
GDF3,634
OR6K2,868
TFDP1,-856
POLE,850
OR7G3,868
CSNK2A2,174
IL10RA,664
NOTCH2,584
RPL5,652
NCKAP1,508
PDK2,-594
SV2A,556
BRF2,724
GRK1,262
RASGRP4,776
TALDO1,690
FRAT2,600
ARHGAP5,472
SNX13,822
RUNX1T1,746
LITAF,602
OR2T34,780
CRYAA,678
CYP1A2,808
OR4A5,780
OR51S1,780
OR13H1,868
SLC7A11,736
DNAH11,722
SNAPC3,724
YKT6,708
OR2G3,780
PCDHGA4,254
PNOC,1260
ACHE,724
TAOK1,606
S100A9,724
PIK3R5,502
PLA2G12B,492
OR4C15,780
VAMP7,604
GINS2,704
GNAO1,-928
GTSE1,642
ARID1A,-726
LAMC1,356
CYP27C1,706
FGF12,678
RASA2,814
SH2B2,698
CD40LG,626
CPB2,682
ERCC4,736
GNG4,882
PYCARD,704
RPS5,698
TNNT2,676
RGS6,690
STX5,706
RPA2,688
DDOST,700
CSN2,566
ITGB2,514
MSMB,686
BCKDHA,710
HLX,852
CD151,592
PTPMT1,360
NRIP1,-620
PYGO1,322
TAPBP,734
SHISA5,602
MGP,-404
RPL6,674
IL13,516
RCC1,788
OR8I2,866
DHFR,732
CDC25B,-460
RASGRF1,-472
SMO,490
OR4N2,780
CACNG5,734
NLRP1,738
PYGB,740
POLR1B,656
EI24,602
NF1,238
GDF6,636
MAFG,738
MAPK14,1732
COL12A1,190
PSMC1,382
UBE2L6,734
USP6,728
FOLH1,-404
TLR6,766
CDC23,364
IL1B,-142
VCL,-54
PTCRA,706
MCM3,884
EDNRB,-578
OR2M5,780
ADRA1D,760
P2RX1,602
CUGBP1,758
APOH,710
NQO1,698
TPI1,20
FBXO2,716
UCP2,710
DKFZP781P1719,666
TGFB1I1,638
HOXB8,708
CXCL6,1260
ADORA2A,848
CLU,-372
BID,-382
UGT8,816
ANXA1,294
MT-CO1,268
HRAS,28
POLR1D,308
PYGO2,266
RPS6,298
DKFZP451L152,274
PPP2R5D,-318
OR5AP2,936
GDF9,280
IGHV7-81,288
PTTG2,238
OR4K15,1114
TLL2,280
IL27,370
PRKAA1,322
OXT,44
SEMA7A,238
AMELX,272
SFTPC,272
SF3B1,138
OR2M4,748
GNRHR2,782
ACOX2,358
DNAH2,268
TAS2R1,270
DIAPH3,266
PPY,274
SSH1,224
PHKB,216
FGFR4,148
OR4F17,748
PFDN5,334
CNGB1,262
COL15A1,360
CDH1,-160
UHRF1,264
RPL15,190
EFNB2,654
GNG3,818
TUBB4,410
SREBF2,264
CYP17A1,184
DIABLO,242
OR8D4,936
FGF18,248
RPL23A,290
RAP2C,258
CCL4,414
TRIP10,50
OR52B6,936
TYK2,-336
PFDN2,308
OR1L8,748
ADCY8,1004
DUSP16,-134
TLR8,264
UBA2,270
ERC1,96
PCDHGA11,268
TFG,208
RGS10,438
ATP5I,274
GTF3C5,304
CIB2,180
HSPA8,190
TUBA3C,256
MYO1A,284
FGD2,42
ARPC5,262
NFASC,276
PTGER3,200
RDBP,198
SCAP,272
SNRPE,108
RCVRN,272
TUBA8,256
DYNLRB1,306
LAMA4,-274
PVR,204
OR1L3,748
LEF1,184
TRPC4AP,258
EED,266
SESN2,406
ACSL3,346
ANGPT1,-268
IL23A,388
MYO9B,518
EP400,222
DLL3,294
FANCF,236
MOG,240
MPDZ VARIANT PROTEIN,276
CLTCL1,1058
OR8B12,924
USE1,274
UBE2D1,534
IL12RB2,-224
S1PR5,386
JAG2,296
FGF22,282
STXBP1,272
OPRM,792
CDH26,266
ARHGEF7,382
RPS15A,288
TNNI2,292
OR5R1,936
TNFRSF25,10
LDHB,196
COX8A,268
RTN4R,230
TOLLIP,298
PEG3,406
RPL8,290
CKS2,268
OR52D1,936
SORBS1,350
ARHGEF15,216
CAPN2,354
CD180,268
IL5RA,456
IGF2,440
C4A,276
CDKN2C,-40
PSMB2,458
FOXG1,386
FCGR2A,282
HNMDAR1-3B,10
GORASP1,290
LGMN,272
NPY1R,272
GNAQ,18
FBXO5,382
DBI,350
TCN2,200
USF2,-98
HDAC8,260
TRAF6,-216
SH2D1A,270
RASAL2,312
OS9,270
PIK3R1,388
SF3B3,138
CD244,270
HREV3,274
PLA2G4A,-130
SMC4,240
REL,-58
POLR3B,278
CFL2,342
OR4K5,748
ANKRD6,272
PIK3R3,232
WAS,224
MYH8,246
MYL9,330
CAMK4,322
PRKAG2,302
EIF5,278
SPC25,168
PCDHA5,266
SEPT5,318
SPCS2,296
MAML1,230
IGLV4-60,288
KIR2DL1,314
PTPN6,282
PRICKLE2,268
DDX3X,272
LCP1,302
ITGB3,-132
GH2,186
OR51B4,748
KLRC3,282
SEMA3F,272
OR52B4,936
MYBL1,186
PPM1B,258
WNT16,266
SATB1,266
RPN1,278
STK3,264
RING1,262
IGLV,288
NET1,42
RPL32,290
FGF1,234
MT2A,60
COL2A1,-26
CABLES1,394
RPS4X,288
MAP2K4,-338
IL12RB1,-252
CDH20,266
LST8,242
PPP3CC,392
IGLV3-16,288
STX18,274
ELMO1,66
OR51J1,1114
PPP2R2D,276
OR6S1,936
GRPR,1134
KIR3DL2,314
ELK1,-670
UPF3B,240
C1QBP,268
H3F3A,-34
SNTA1,250
MAGI3,308
HLA-C,274
ICAM2,212
CSRP1,348
TRPC1,272
CLDN2,290
RPL22,290
ALAD,268
CSTF2,138
PFN4,350
TAF7,170
SLC7A5,278
MRLC3,332
TRPC4,252
HNRNPM,138
HSD11B2,292
GTF2E1,198
PSME1,420
PCDHA10,266
GCK,116
BRCA1,-6
POR,290
RAD17,4
OR1C1,748
SSTR3,808
BDKRB1,364
MTTP,272
SKP2,278
LTC4S,186
LLGL1,276
APBA3,266
FGF11,334
CSNK1D,-392
PSMB5,438
OR6B1,936
BCL9,272
STAT5B,86
FST,268
RIPK3,256
MST1,200
CRYZ,280
PCM1,270
IRF5,42
HAND1,252
ACAP1,292
FN1,-72
HSPA1A,342
PPP6C,280
OR7A5,936
GNB1,-1508
SOCS7,510
LIG4,408
F7,274
SLCO1B3,268
HMGA1,180
LDLR,262
PDP2,272
FASLG,-14
TRIP6,182
DRD5,802
LPL,380
YBX1,136
APOA2,378
MSX1,240
OR5D18,936
PCDHGA7,266
HTR6,806
EEF1G,272
NRAS,-120
EIF4A1,350
MED13,188
RAPTOR,-146
RACGAP1,158
EDN3,164
COL9A2,294
RGS8,396
CD3E,-410
PAX1,166
PTPN13,488
SIRPG,116
CHRNA7,-778
FGF10,-12
PVRL1,-6
L-SELECTIN,124
ATP5J2,124
NR0B1,288
PLCZ1,-16
GTF2H1,108
RGS1,396
MAP3K4,-570
HDAC2,-480
CD160,146
CCNT2,38
ACVR1C,256
PTPN12,234
SIP1,22
PRPF8,2
DKFZP686F1789,218
CD8A,-340
ACIN1,140
CFH,122
CCT5,56
CACNA1B,910
RAPGEF2,260
PCDHGA6,60
OR5B3,1190
MYO1D,-58
CTDSP1,286
MED12,188
MAPK12,-10
LYN,-762
OR5M9,1190
TRAF4,-198
SPTBN1,198
CLNS1A,36
GAS2,130
PDE6H,102
XRCC4,158
NCR2,124
FSHB,1032
CSF3R,154
CASP9,-466
CSF1,-126
POT1,116
NKX3-1,-204
CD2BP2,6
CXCL3,1068
GLUD1,-360
PCDH9,66
KIF3A,148
BNC1,120
ARSB,110
FGF23,-12
HHEX,124
FOXA3,114
ACVR2A,190
E2F4,-486
EIF4E1B,150
TPX2,14
SNAPC1,284
NR1I3,134
TIMELESS,128
ITGAV,-872
EIF4B,244
HFE,160
TAS2R8,116
SGOL1,152
YAP1,192
ACTB,-62
TDG,168
PPP1R13L,-70
PRL,150
DSG3,264
EP300,-194
PDCL,-180
PRKG2,-636
MEF2B,-898
DLX1,134
NUP98,200
RIPK2,308
TERT,-676
CRHR1,390
OR51I1,998
NR1D2,134
SMARCA1,-4
RABGGTA,122
EIF2B2,-120
THRA,246
CHD3,48
DNMT1,90
SNAPC2,284
TEC,226
EPO,-614
KCNQ1,234
RICTOR,-176
CBL,532
UBE2G2,150
CIITA,84
FAU,158
SEC61A2,172
GUCY1B3,152
GRB14,194
PRG2,96
LILRB1,146
CALCA,40
AMHR2,220
OR7D2,1190
USO1,80
CA9,140
TPM1,120
OR10Z1,1190
OR6B3,1190
GABRA5,112
CCR9,1066
ALDH1A3,130
DGKI,316
EXOC5,120
PAPSS2,122
PPP2R5A,170
SNX1,122
SHC2,30
EPHA2,136
PCDHB17,66
PCDHGB4,66
SRP68,172
CCKAR,122
CD58,158
AOF2,288
CLDN9,128
DKFZP779K1237,-24
RGS17,552
COMP,400
PAX2,116
DKFZP686N1782,140
BLOC1S1,178
IL2RG,-348
DUSP12,-678
OR51I2,998
ATP5C1,124
TLE3,-18
ITCH,112
RARA,-886
SDC2,-492
LMNB2,146
TAF1,-386
OR9G1,1190
GNAT3,880
TEK,-662
EPN1,-34
TAS2R49,116
PIK3C3,210
SRP14,172
CRHBP,160
MBD4,114
KRT5,-360
GSK3A,118
ODC1,-522
PCDHB5,66
MT-CYB,124
TNFAIP3,202
PPP2R5B,172
UNC5A,122
SSTR4,1006
CDC14A,-158
LIPE,276
PDE3B,-44
UNC5B,122
KNG1,1096
MTA2,48
TNFRSF11A,134
C5AR1,1038
TP53I3,130
EXOC1,122
IBTK,268
PCSK2,62
PIGK,146
CEACAM1,46
CDH5,60
TRIO,820
ARPC3,-166
CXCR4,1078
RDX,128
CENPI,164
ZNF318,288
LLGL2,174
TUBA1A,8
OR51H1P,1060
NCAN,116
RALB,-682
DUSP5,-712
TAS2R14,116
GNG12,700
IL2RB,-396
CRK,-186
BGN,226
COPG,120
RELN,-100
DNAJA1,282
TCRBV8S1,124
CDC16,452
PRKDC,-28
RAB27A,172
CSTA,110
CD2AP,-10
GZMA,-756
PSMD13,352
LINGO1,166
RABGGTB,122
SEC22B,122
HLA-DQA2,102
HDAC6,40
HLA-A,-496
OR10H1,998
ANKRA2,124
RAE1,2
PDE6A,98
DMA,64
SGCG,118
SOCS2,662
SFTPA2,-116
RPS6KA5,-686
DVL1L1,-1546
WNT2,98
APLNR,1066
PCDHA3,66
RPL17,98
ABL1,-92
LCK,-426
MBL2,144
CHEK1,84
CRABP2,250
RGL2,76
ARHGAP26,322
PCDHA2,66
EPAS1,182
PKLR,142
WASF3,400
CAMKK2,104
C3AR1,122
SLC9A1,-656
RANBP10,-186
MADD,-624
ALS2,222
GEMIN4,26
JAK2,-364
SH2B3,274
KIF5B,172
NFIC,-192
NFATC2,-944
MUC1,420
ALMS1,160
MACF1,102
GUSB,110
CSTF3,6
PIR,234
CEL,256
POLR2B,-386
MED14,170
OR52K2,1190
GPER,1066
PLG,-8
HLA-DQB1,154
SFN,-626
RANGAP1,220
ADRA2A,1066
ARHGAP12,328
RAB11FIP3,142
OR2A7,1190
CER1,174
NR2F6,40
OR4D10,434
LIMA1,-140
MMP12,-704
OR2A1,480
LIF,-72
NR1H2,142
EGR1,-1044
COL9A1,216
ITPKA,98
STAM,202
TPM2,-74
BOK,-18
CAMK2D,-160
OR5K1,484
DUSP19,-584
MMP16,-120
HHAT,82
OR1J4,434
DKFZP781N011,-116
TP73,-538
PIK3R4,64
PPM1D,116
PTGS2,-58
LAMB2,-302
ELK3,-8
ESR1,-528
FAF1,-366
PSMD2,158
DKFZP686A08248,-2
NUP37,52
TAS2R39,40
HDAC11,48
SALL1,-172
CACNA1H,-50
GLI2,582
POLD3,-14
SNRPF,8
PLA2G2D,-72
AKR1B1,-382
TSNARE1,48
PCDHGA10,-120
APOA4,42
DUSP6,-800
MEFV,-194
CREB1,-202
CBFB,254
TBCC,-66
GAB3,-66
OR10A6,434
TINAGL1,96
SEPT2,-66
COX5B,126
RIMS1,48
EPB41,84
SLA2,222
OR1N2,434
OR51D1,434
CYP24A1,46
CGB,790
RECK,100
GJD2,-318
PPP3CA,106
CD226,76
HNRNPA2B1,62
IMPA1,100
ALPP,94
PRKAR2B,-370
VCAN,116
EDA2R,46
PDE4B,88
TRRAP,-86
YWHAB,-204
PGC,126
BSG,-246
POLR3E,254
ARHGAP17,10
TLR10,-110
EFNA4,-98
PFKP,-158
STXBP3,-202
CXCL12,-24
HES7,46
CTSL1,-216
NUP188,104
SNAI1,106
NRP1,-88
RPL12,336
ALDOC,78
MALT1,68
WNT7B,100
RPS3A,28
GLI3,680
UBA1,46
SLC30A7,72
MST4,72
JMJD2C,126
OR10G6,834
IL6R,92
NFKBIB,52
TGFB3,-578
GHR,-18
DKFZP686E191,-166
CCKBR,-190
OR52W1,484
SF3A1,62
ASPH,-530
NLK,-78
ADCYAP1,68
DKC1,-236
LRP10,104
SMAD2,-676
P2RX3,48
PCDHA7,-112
SLC11A1,-184
TBX2,122
EXO1,-190
IL12B,-572
RPRM,116
CCK,46
FOLR1,62
STIL,70
CDIPT,-144
CALCR,78
PDHX,98
PIK3C2B,-98
ADCY4,742
GRIN3A,-100
SEH1L,50
SNAPC5,190
C4BPB,-24
GNAI3,-526
CACNB4,-62
HCREM-1,-2
CELSR2,-112
DLG2,50
CDH24,-112
BTG2,10
TBXA2R,324
SKIL,276
EEF1D,-72
PARVG,64
HFE2,72
PML-RAR,62
ACAN,-252
RPS27,14
OR1D2,434
RFWD2,96
PMP22,-16
ARF4,-196
DAPK3,-52
CDC2L1,110
ARFGAP1,-96
JUND,-336
OR2AK2,434
HEY1,36
SCARB1,-240
LIMK2,-92
KPNA3,-152
B9D2,-84
HTR5A,454
PCDH1,-112
OR2B8P,834
IRAK3,-24
MAGEH1,-154
WHSC2,60
SFRS11,132
PICALM,-66
FKBP1A,212
PCSK6,-28
PAX3,40
NRBF2,40
KLRC4,68
CEP110,-38
HRH2,812
HGS,86
ABLIM1,-86
CDC27,144
SSNA1,-42
POLD2,-564
OR4E2,434
OR6Q1,484
CYTH3,840
POU3F1,56
OR2T29,434
POU2F2,100
OR10T2,434
MICA,70
IL12A,-590
EPHB1,186
GP1BB,66
CD4,158
KLK3,-20
ITGAX,-660
BAG1,126
PTRF,90
PIP5K1A,-4
CDS2,46
CX3CL1,594
CFD,46
GJA1,-944
DCP1A,56
KDELR2,-34
ACTC1,2
OR3A4,834
IL28A,48
TBK1,92
DGKG,90
UQCRB,48
PIK3CG,290
OR2C1,434
PSMB1,194
FE65L2,124
CHRD,92
TYRP1,114
TSHR,814
EIF2AK4,40
UBE2E1,192
TSGA14,-38
UBE2C,116
OR4X1,434
DUSP3,-800
CAPNS2,-146
PTPRU,72
CCL2,-802
RBBP8,-424
COL20A1,208
GNB2L1,-56
NR2C2AP,40
UQCRQ,48
NUP62,146
OR2T4,434
GNG2,-134
WASF1,344
GRIK1,-96
RPL13A,346
CHRNB4,-250
ELN,-654
POLR1C,92
BTK,-516
DKFZP779L0468,112
F10,114
HOXD3,-74
SLC10A2,84
OR5AK2,484
CDT1,-294
MAPK11,-350
EFNA2,184
HDAC7,136
DHH,38
ADCY9,288
HOXB9,48
OR2T8,434
HIF1A,-548
ERG,-628
PSEN2,20
POLR2C,-200
SOCS6,-48
ARL17,-150
OR5B12,484
CDC2,-286
VANGL2,-42
OR2AT4,434
MBD3,138
NUDC,-82
LIPC,-14
ULBP2,70
ACTG1,-234
DYNC1I1,-168
NPW,794
ATP6V1B2,94
ARCN1,-142
MAP3K12,-458
PTMA,98
LIFR,-18
RPL19,336
THEM4,-112
WT1,-568
PDYN,-24
AP1S3,128
RCC2,-100
SPRR3,-196
PERP,180
IGKV4-1,24
RPSA,134
RAPGEF4,74
PLCD1,52
RTN4,56
TGFA,372
TUBB2A,-30
IGLV2-18,24
SPHK1,-116
OR1S1,776
F12,-72
DDIT3,-252
HNRNPL,-54
FURIN,112
CD2,-228
CHAD,42
IRS4,66
IRS2,28
SLC5A5,36
HMHA1,168
SOX17,34
LZTS1,8
OR4C16,776
IVL,-216
ACTN3,434
MCM6,-18
EGF,-128
STX12,28
OR6A2,946
DARC,34
NEB,-124
RRM2,186
PDGFD,256
OXTR,-376
CHAF1B,28
GIT2,-22
HLTF,112
KCNJ5,624
PDK1,102
SETDB1,34
GSPT2,30
TNNI1,-128
MLX,30
TNFSF14,28
CDGAP,158
OR4K14,798
CELSR3,132
GDF11,12
CSH1,22
PCDHGC5,132
HNRNPUL1,30
TNNT1,-124
SORCS3,-4
PAPPA,16
CDC26,6
OR4C5,992
ARHGEF2,158
TNNC2,-156
OR5M8,946
ORC6L,-356
RPN2,44
