Alpha_Node,Total_Support
YES,-54
GRE,-132
RELA,-118
SRF,-138
MAP1B,-130
MARCKS,-134
RALGDS,-130
PLCD1,-130
EDG2,-126
S6,-130
IFN-yR,-124
BMAL1,-134
HCK,-18
PEN2,-106
GABAAR,-134
TFIIB,-134
BIM,-116
TLR6,-102
GPCR,-72
NLK,-132
SNAI1,-104
GRB10,-40
JNKK1,-86
FANCE,-120
DIA,-134
SOCS1,-82
MBD3,-130
TCF,-154
glucocorticoid,-128
PIN1,-90
CASP1,-134
SEK,-134
SMPD1,-110
FOS,-106
JAG1,-146
GAP43,-134
GHR,-44
TRAF6,-70
Estrogen,-128
KIR21,-122
SOCS3,-118
YY1,-146
PTPN12,-116
INSR,-38
GRIP,-106
WAVE2,-112
ETS1,-106
ANF,-104
NDUFS1,-108
CTCF,-68
RUVBL1,-110
MAP1A,-122
p110Ia,-108
EPOR,-46
CKI,-108
EIF2B,-102
AC1,-98
RAP1A,-110
SNIP1,-86
MIG1,-108
ARRB2,-108
INHIBITOR2,-104
cIAP1,-90
SNW1,-104
IGF1R,-24
IL1A,-100
STUB1,-36
N41,-112
PDGFR,-92
COMPLEXIN,-106
RAD50,-106
VELI1,-102
VILIP,-108
IBP,-106
ERb,-102
cPLA2,-36
MAP3K2,-110
JAK2,-108
Era,-76
PPP3R2,-98
PIAS,-28
TRX,-102
FKBP12,-110
CCNB2,-112
KIT,-184
SPECTRIN,-112
CHOP10,-108
ENDOPHILIN,-96
SP3,-116
IKKe,-108
MUNC18,-106
CHAPSYN110,-110
SYNAPTOPHYSIN,-102
E2F1,-92
DLL4,-126
UXT,-36
p6,-98
RET,-44
RAD51,-108
FGFR,-44
CAMK2,-108
D2R,-122
RIP,-94
GCAP,-108
ANAPC2,-108
PAX2,-72
MAGI3,-112
E1A,-104
SPRY,-104
BTK,-76
PIP5K,-100
APPL2,-110
cADPR,-106
tRNA,-108
PRK2,-110
SAP97,-98
TFDP2,-116
p85beta,-26
PAK1,-98
ARA54,-36
FAF,-104
TANK,-102
REPS2,-118
Forskolin,-180
NRCAM,-184
PLA2P,-182
ENG,-186
NFYB,-180
PAK2,-186
CSX,-174
MITF,-184
IL1B,-184
MLC,-190
NFkB,-136
TRADD,-148
UBE2D3,-170
TUBB4Q,-184
AMPAR,-156
GNA13,-144
NEUREXIN,-182
PLAGL1,-14
LEF,-208
EIF2G,-178
SCF,-122
APP,-182
MCL1,-184
TBK1,-184
WNT5A,-184
ITGB3,-186
TIAM1,-128
EBS,-184
TCF3,-198
CD36,-144
ACTG,-180
p34,-170
HOMER,-148
PPP2R2A,-186
RIIb,-160
NOTCH4,-186
PGC1A,-122
myosin,-184
JUNB,-178
D1R,-168
ARP23,-182
TBR1,-184
STAT,-168
FRAT2,-188
GAB,-184
SRC,22
GABA,-182
IP3R,-148
APO3L,-184
AKT,-100
p107,-166
Tsh,-178
RAN,-180
HOP,-184
Gai,-94
HUR,-184
mRNA,-180
EPAC1,-182
NOTCH3,-158
RTKN,-182
EIF2A,-174
SHC,-130
FRS2,-168
NUMBL,-186
TNFB,-168
HHIP,-186
CD151,-132
c-Myc,-156
PI3K,-40
CTNNB1,-174
DEDD1,-184
CPI,-184
BAD,-162
RAB5,-186
MEK3,-162
SHOC2,-186
RACK,-152
GALPHAI,-186
TYK2,-180
MYOD,-184
TID1,-166
ARHGEF5,-153
G3PD,-135
CDC16,-253
CDX1,-143
BRCA2,-151
Clk,-145
EEF2,-151
CNTN1,-161
SNX1,-161
T3R,-151
CITED1,-173
MGLUR7,-141
IL2RG,-151
GRIP1,3
NCADHERIN,-151
SYNAPTOTAGMIN,-149
PIP2,-109
PDZK1,-141
RALBP1,-133
CDK6,-151
PKG,-143
VDR,-247
VIM,-163
WAVE3,-149
APC,-245
HBEGF,-159
BAK,-131
PKCA,-147
CD4,-141
Grb7,-135
ARA160,-59
p120,-207
SNRPD2,-107
MPR,-153
PTCH2,-101
LAT,-107
TSP1,-151
VAV2,-89
SFN,-151
ATR,-101
ALPHAACTININ,-197
RhoGDP,-151
Bok,-149
Itk,-115
PAR1,-149
SHIP2,-125
GIRK,-153
AXAM2,-215
SEC61P,-155
ErbB3,-157
AGT,-163
MEKK4,-175
PKN,-145
RAC3,-57
HIST3H3,-115
HAND1,-147
PIK3CD,-163
TRAF3,-139
MSK1,-157
RASGRP1,-161
CGMP,-141
FYN,-45
PIB5PA,-87
ITGB4,-167
PRKAR1A,-205
RTYPECA,-147
I1,-151
APE1,-143
TRE,-151
CSF2RB,-117
BCL2,-113
IFNy,-149
SLC9A1,-151
PYGB,-149
Lgs,-167
GSK3A,-121
ABP1,-161
P50,-133
WDR12,-159
PI3Ky,-141
TAK1,-175
MAP4K5,-155
SAPAP,-155
REQ,-157
DP1,-151
GNA12,-107
LXR,-153
RING1,-153
PLK1,-155
DSP,-165
Fibrinogen,-149
Ca++,-133
p16,-141
AIF,-155
14-3-3,-153
DREAM,-153
HSPC,-159
STARGAZIN,-157
BCL2L1,-167
PSEN2,-151
HDAC,-147
MLK,-153
MAPKAP2,-149
CTIP,-153
ERM,-55
P130,-153
CASP3,-121
PXN,-47
TGFBR3,-157
ERK5,-147
GABABR,-149
IL6,-139
EIF1A,-151
SV2A,-153
EDG1,-155
SHARP,-171
DR5,-145
RAC1,-99
4-1BB,-149
CAP,-163
PIAS4,-55
PP32,-135
SPRED1,-125
TIF2,-13
DAXX,-137
IP3,-157
Importin,-157
PIR,-157
NEURABIN,-159
GLI2,-157
DOCK180,-129
SNX4,-155
TERT,-149
LYN,-91
ACK,-139
CKS1A,-151
RHOGEFs,-147
Hypoxia,-119
FZD4,-155
FANCG,-143
PAK6,-55
COFILIN1,-157
PDE5A,-149
FBXO6,-151
CASP9,-141
ZFYVE9,-137
PTP-SL,-159
CD40L,-147
KV11,-157
MAL,-155
TIP1,-149
ARHGAP1,-147
PSEN1,-153
PKLR,-155
ATRIP,-145
CK1a,-141
SUMO2,-153
DKK,-163
RAB3,-155
SODIUM,-149
BCLG,-155
POFUT1,-101
CCR3,-80
MEK2,-62
RASGAP,60
HDAC3,-82
SOCS,-28
PSD95,8
SNCA,-74
HSPG,-76
p190RhoGAP,-78
TBP,-82
PDGFB,-78
GA,-36
REA,-82
EGF,-78
PTP1D,-78
NTH1,-78
NFM,-80
SOS2,10
PTPA,-96
ERE,-76
P13K,-54
UBE3A,-30
NGF,-78
HD,26
STEP,-48
HES6,-76
TGFBR1,-116
HOXA9,-54
P73,-80
FILAMIN,-18
RIC,-82
PI3P,-80
DTX1,-44
RAP1,-82
RAP74,-16
SAP102,-82
ELK1,-82
CALRETICULIN,-14
BPAG2,44
p90RSK,-62
RBBP7,-74
MNK1,-80
SOCS6,-46
MAP2,-80
PPARB,-68
bRAF,-72
KAR,-70
ID4,-82
GAQ,10
PLD1,-82
CDH1,-102
EIF3,-80
NTRK1,4
GEF,-34
CHK,-46
DRE,-82
HAT1,-86
ARP2,-82
HO,-80
SAP18,-102
CRAC,-66
PLA2,-80
HSPA8,-72
PRAK,-60
FZD9,-76
DR4,-56
ASCL1,-52
IHH,-80
PPARG,-78
IRSP53,-80
CDC25,-82
JNK3,16
APAF1,-38
TGFB,-106
AR,-54
ER,-78
MYD88,-64
CAMP,-72
MEK5,-84
ATM,-30
SHP1,-4
WNT4,-83
EPO,-73
DAP,-83
FZD6,-83
HES1,-103
AC,-49
AML3,23
TAB2,-79
TopoII,-71
SPINOPHILIN,-79
GALPHAS,-73
MYOSIN,-83
APPL,-25
TLR9,-81
FLT3,-83
SMURF2,-93
TLR8,-81
CYP19A1,-83
FOXG1B,-83
NUP214,-57
SYNTENIN,-81
CIPP,-91
CEBPB,-85
KRT7,-27
PQCaCh,-47
E12,-73
IL11,-83
E2,-41
MIG6,-27
PAX5,-87
ROC1,19
LARG,-61
PELP1,-101
Diversin,-83
FNTA,-83
SHIP,-63
DAAM1,-25
GH,-69
CSP,-43
GABARAP,-79
S60,-79
MEF2,-83
CASP2,-79
PABP,-77
HIPPOCALCIN,-63
CASP8,-47
AIP4,-89
AES,-25
CK2A2,-93
SRY,-25
THC,-71
TOB,-29
FBW7,-69
SH3BGRL,-27
Ub,-45
MALS,-83
DLK,-85
GATA3,-83
UBE2M,-83
AMPHIPHYSIN,-73
Gads,-79
SET,-71
CABIN1,-77
ANAPC1,-85
CASK,-67
YAP1,-91
MEK1,-79
SMURF1,-83
P35,-85
GELSOLIN,-63
AML1,-25
p27,-73
GIT1,-77
CASKIN,-69
DGK,-77
PDE,-67
CXCR4,-73
TGIF,-25
MOR,-85
CDK5,-71
KV42,-85
DLC2,-128
Puma,-136
ERK2,-96
DSH,-120
PPP2CA,-202
ROCK1,-126
PCNA,-116
VDAC2,-138
SHP,-22
plectin,-240
SAP30,-130
ATF1,-130
MEF2B,-128
P21,-120
PER,-116
TRAF2,-156
EIF4,-126
SPHK1,-132
EIF4E,-128
AC5,-122
AA,-126
SYK,-144
MLK1,-148
PTK6,-134
SMRT,-14
AP2,-314
MBP,-128
AP2A1,-34
MEF2C,-118
UBE2D1,-100
DAB2,-198
GAS1,-130
TRAF1,-150
MLCK,-132
FLASH,-84
ERBB2,-150
MYF6,-150
EIF4B,-148
KRT8,-134
RNF4,-22
GMCSF,-110
RhoGTP,-128
CREM,-114
ALDOA,-122
DELTA,-94
FAP-1,-120
RAS,-300
RGS2,-116
Gia,-106
CARD14,-128
STXBP1,-156
VIL2,-152
PLCy,-64
FASCIN,-132
SNX6,-148
RAP1GAP,-128
PAG,-148
DVL3,-364
GREB1,-122
RHOA,-132
Livin,-108
REPS1,-396
ELK4,-150
IRF3,-128
ARAI,-128
CYTOCHROMEC,-14
PIK3C2B,-248
PLC,-120
LMNB2,-124
SUFU,-194
MSK2,-122
SAM68,-100
ROR2,-140
KIR23,-116
PDE1C,-126
KIF17B,-128
RasGRP,-132
BP75,-156
CRK,-80
GAA,-146
Hsp40,-114
